scope,sheet,row_number,machine_code,product_text,agiz_mm,gramaj_gr,raw_F,raw_G,raw_J,raw_K,raw_L,numeric_J,numeric_K,numeric_L,parse_status
fallback_latest_370_rows_largest_sheet,ESKİ,1123,132,400 CC Y010 29 ŞEFFAF ŞEFFAF PALET STANDART,,,132,400 CC Y010 29 ŞEFFAF ŞEFFAF PALET STANDART,3,3,21.12,3,3,21.12,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1124,134,200 CC Y078 25 ŞEFFAF YEŞİL PALET KISA,,,134,200 CC Y078 25 ŞEFFAF YEŞİL PALET KISA,3,3,15.57,3,3,15.57,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1125,135,150 CC Y341 25 ŞEFFAF KAHVE KOLI STANDART,,,135,150 CC Y341 25 ŞEFFAF KAHVE KOLI STANDART,2,2,19.87,2,2,19.87,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1126,201,E056 28 MM TIPA 1 ŞEFFAF ŞEFFAF PLT.IC.KOLI STANDART,28,,201,E056 28 MM TIPA 1 ŞEFFAF ŞEFFAF PLT.IC.KOLI STANDART,24,18,30,24,18,30,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1127,205,E049 24 MM KAPAK 3 OPAK YEŞİL PLT.IC.KOLI STANDART,24,,205,E049 24 MM KAPAK 3 OPAK YEŞİL PLT.IC.KOLI STANDART,12,10,23.9,12,10,23.9,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1128,207,E121A 28MM TRIMSIZ KAPAK 10 OPAK KIRMIZI KOLI STANDART,28,,207,E121A 28MM TRIMSIZ KAPAK 10 OPAK KIRMIZI KOLI STANDART,12,9,30.04,12,9,30.04,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1129,208,E063 110 MM 32 OPAK SARI KOLI STANDART,110,,208,E063 110 MM 32 OPAK SARI KOLI STANDART,4,2,23.67,4,2,23.67,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1130,209,E125 62 MM BAHARAT FLİPTOP 12 OPAK YEŞİL PLT.IC.KOLI STANDART,62,,209,E125 62 MM BAHARAT FLİPTOP 12 OPAK YEŞİL PLT.IC.KOLI STANDART,4,3,27,4,3,27,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1131,210,E032 100 MM ETİKETLİ FOLYOLU 13 OPAK GOLD PLT.IC.KOLI STANDART,100,,210,E032 100 MM ETİKETLİ FOLYOLU 13 OPAK GOLD PLT.IC.KOLI STANDART,4,3,19.7,4,3,19.7,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1132,102,500 CC SP052 25 ŞEFFAF ŞEFFAF PALET STANDART,,,102,500 CC SP052 25 ŞEFFAF ŞEFFAF PALET STANDART,6,6,16,6,6,16,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1133,103,700 CC SP009 40 ŞEFFAF SARI PLS. PLT STANDART,,,103,700 CC SP009 40 ŞEFFAF SARI PLS. PLT STANDART,5,5,14.52,5,5,14.52,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1134,104,100 CC SP055 20 ŞEFFAF ŞEFFAF YÜKSEK PALET STANDART,,,104,100 CC SP055 20 ŞEFFAF ŞEFFAF YÜKSEK PALET STANDART,9,9,15.03,9,9,15.03,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1135,162,1000 CC X233 52 ŞEFFAF ŞEFFAF PALET STANDART,,,162,1000 CC X233 52 ŞEFFAF ŞEFFAF PALET STANDART,2,2,24,2,2,24,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1136,163,500 CC X395 35 ŞEFFAF ŞEFFAF PALET STANDART,,,163,500 CC X395 35 ŞEFFAF ŞEFFAF PALET STANDART,2,2,18.59,2,2,18.59,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1137,164,1500 CC X381 52 ŞEFFAF ŞEFFAF PALET STANDART,,,164,1500 CC X381 52 ŞEFFAF ŞEFFAF PALET STANDART,2,2,22.8,2,2,22.8,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1138,181,750 CC Z105 28 OPAK MAVİ PLS. PLT STANDART,,,181,750 CC Z105 28 OPAK MAVİ PLS. PLT STANDART,4,4,15,4,4,15,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1139,182,400 CC Z101 26 ŞEFFAF ŞEFFAF PALET STANDART,,,182,400 CC Z101 26 ŞEFFAF ŞEFFAF PALET STANDART,4,4,14.26,4,4,14.26,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1140,401,700 CC S008 90 ŞEFFAF ŞEFFAF PLS. PLT STANDART,,,401,700 CC S008 90 ŞEFFAF ŞEFFAF PLS. PLT STANDART,1,1,10.23,1,1,10.23,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1141,171,350 CC D026 45 OPAK SİYAH PALET STANDART,,,171,350 CC D026 45 OPAK SİYAH PALET STANDART,3,3,16.78,3,3,16.78,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1142,172,1000 CC D057 52 OPAK MAVİ PALET STANDART,,,172,1000 CC D057 52 OPAK MAVİ PALET STANDART,4,4,21.31,4,4,21.31,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1143,175,750 CC D072 35 ŞEFFAF ŞEFFAF PALET STANDART,,,175,750 CC D072 35 ŞEFFAF ŞEFFAF PALET STANDART,5,5,14.66,5,5,14.66,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1144,176,1000 CC D107 52 OPAK BEYAZ PALET STANDART,,,176,1000 CC D107 52 OPAK BEYAZ PALET STANDART,5,5,19.28,5,5,19.28,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1145,131,100 CC Y274 25 ŞEFFAF TURUNCU PLT.IC.KOLI STANDART,,,131,100 CC Y274 25 ŞEFFAF TURUNCU PLT.IC.KOLI STANDART,3,3,17.87,3,3,17.87,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1146,132,400 CC Y010 29 ŞEFFAF ŞEFFAF PALET STANDART,,,132,400 CC Y010 29 ŞEFFAF ŞEFFAF PALET STANDART,3,3,21.16,3,3,21.16,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1147,134,200 CC Y078 25 ŞEFFAF SARI PALET KISA,,,134,200 CC Y078 25 ŞEFFAF SARI PALET KISA,3,3,15.7,3,3,15.7,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1148,135,110 CC Y343 25 OPAK SİYAH PLT.IC.KOLI STANDART,,,135,110 CC Y343 25 OPAK SİYAH PLT.IC.KOLI STANDART,2,2,19.87,2,2,19.87,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1149,203,E129 6 ŞEFFAF SARI PLT.IC.KOLI STANDART,,,203,E129 6 ŞEFFAF SARI PLT.IC.KOLI STANDART,8,8,18.5,8,8,18.5,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1150,204,E026 68 MM 8 OPAK BEYAZ KOLI STANDART,68,,204,E026 68 MM 8 OPAK BEYAZ KOLI STANDART,4,4,31.6,4,4,31.6,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1151,205,E049 24 MM KAPAK 3 OPAK YEŞİL PLT.IC.KOLI STANDART,24,,205,E049 24 MM KAPAK 3 OPAK YEŞİL PLT.IC.KOLI STANDART,12,10,23.5,12,10,23.5,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1152,207,E121A 28MM TRIMSIZ KAPAK 10 OPAK KIRMIZI KOLI STANDART,28,,207,E121A 28MM TRIMSIZ KAPAK 10 OPAK KIRMIZI KOLI STANDART,12,9,29.47,12,9,29.47,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1153,209,E125 62 MM BAHARAT FLİPTOP 12 OPAK YEŞİL PLT.IC.KOLI STANDART,62,,209,E125 62 MM BAHARAT FLİPTOP 12 OPAK YEŞİL PLT.IC.KOLI STANDART,4,3,27.2,4,3,27.2,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1154,210,E031 110 MM 17 OPAK SARI PLT.IC.KOLI STANDART,110,,210,E031 110 MM 17 OPAK SARI PLT.IC.KOLI STANDART,4,4,22,4,4,22,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1155,303,PR014 110 MM 12 GÖZ YİVLİ PREFORM 91 ŞEFFAF ŞEFFAF KOLI STANDART,110,,303,PR014 110 MM 12 GÖZ YİVLİ PREFORM 91 ŞEFFAF ŞEFFAF KOLI STANDART,12,7,37.5,12,7,37.5,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1156,501,1000 CC P128 43 OPAK BEYAZ PALET STANDART,,,501,1000 CC P128 43 OPAK BEYAZ PALET STANDART,6,6,19.02,6,6,19.02,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1157,212,E123 28 MM FLİPTOP 13 ŞEFFAF SARI PLT.IC.KOLI STANDART,28,,212,E123 28 MM FLİPTOP 13 ŞEFFAF SARI PLT.IC.KOLI STANDART,12,12,33.87,12,12,33.87,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1158,211,E039 24 MM PİM 1 ŞEFFAF ŞEFFAF PLT.IC.KOLI STANDART,24,,211,E039 24 MM PİM 1 ŞEFFAF ŞEFFAF PLT.IC.KOLI STANDART,24,9,19.5,24,9,19.5,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1159,102,500 CC SP052 25 ŞEFFAF ŞEFFAF PALET STANDART,,,102,500 CC SP052 25 ŞEFFAF ŞEFFAF PALET STANDART,6,6,15.53,6,6,15.53,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1160,103,700 CC SP009 40 ŞEFFAF SARI PLS. PLT STANDART,,,103,700 CC SP009 40 ŞEFFAF SARI PLS. PLT STANDART,5,5,14.68,5,5,14.68,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1161,104,100 CC SP055 20 ŞEFFAF ŞEFFAF YÜKSEK PALET STANDART,,,104,100 CC SP055 20 ŞEFFAF ŞEFFAF YÜKSEK PALET STANDART,9,9,15.22,9,9,15.22,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1162,162,1000 CC X233 52 ŞEFFAF ŞEFFAF PALET STANDART,,,162,1000 CC X233 52 ŞEFFAF ŞEFFAF PALET STANDART,2,2,24,2,2,24,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1163,164,1500 CC X381 52 ŞEFFAF ŞEFFAF PALET STANDART,,,164,1500 CC X381 52 ŞEFFAF ŞEFFAF PALET STANDART,2,2,22.79,2,2,22.79,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1164,181,750 CC Z105 28 OPAK MAVİ PLS. PLT STANDART,,,181,750 CC Z105 28 OPAK MAVİ PLS. PLT STANDART,4,4,15,4,4,15,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1165,182,400 CC Z101 26 ŞEFFAF ŞEFFAF PALET STANDART,,,182,400 CC Z101 26 ŞEFFAF ŞEFFAF PALET STANDART,4,4,14.16,4,4,14.16,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1166,402,1500 CC S043 74 OPAK BEYAZ PALET STANDART,,,402,1500 CC S043 74 OPAK BEYAZ PALET STANDART,2,2,10,2,2,10,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1167,404,1000 CC S057 43 ŞEFFAF ŞEFFAF YÜKSEK PALET STANDART,,,404,1000 CC S057 43 ŞEFFAF ŞEFFAF YÜKSEK PALET STANDART,2,2,7.7,2,2,7.7,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1168,172,1000 CC D057 52 OPAK MAVİ PALET STANDART,,,172,1000 CC D057 52 OPAK MAVİ PALET STANDART,4,4,20.32,4,4,20.32,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1169,174,350 CC D026 45 OPAK SİYAH PALET STANDART,,,174,350 CC D026 45 OPAK SİYAH PALET STANDART,3,3,17.96,3,3,17.96,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1170,176,1000 CC D107 52 OPAK BEYAZ PALET STANDART,,,176,1000 CC D107 52 OPAK BEYAZ PALET STANDART,5,5,18.21,5,5,18.21,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1171,177,400 CC D099 45 ŞEFFAF ŞEFFAF PALET STANDART,,,177,400 CC D099 45 ŞEFFAF ŞEFFAF PALET STANDART,4,4,15.63,4,4,15.63,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1172,131,100 CC Y274 25 ŞEFFAF TURUNCU PLT.IC.KOLI STANDART,,,131,100 CC Y274 25 ŞEFFAF TURUNCU PLT.IC.KOLI STANDART,3,3,17.85,3,3,17.85,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1173,132,400 CC Y010 29 ŞEFFAF ŞEFFAF PALET STANDART,,,132,400 CC Y010 29 ŞEFFAF ŞEFFAF PALET STANDART,3,3,21.11,3,3,21.11,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1174,134,200 CC Y078 25 ŞEFFAF TURUNCU PALET KISA,,,134,200 CC Y078 25 ŞEFFAF TURUNCU PALET KISA,3,3,15.75,3,3,15.75,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1175,135,110 CC Y343 25 OPAK SİYAH PLT.IC.KOLI STANDART,,,135,110 CC Y343 25 OPAK SİYAH PLT.IC.KOLI STANDART,2,2,19.88,2,2,19.88,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1176,202,E008 24 MM 9 OPAK SİYAH KOLI STANDART,24,,202,E008 24 MM 9 OPAK SİYAH KOLI STANDART,8,7,35.5,8,7,35.5,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1177,203,E129 6 ŞEFFAF SARI PLT.IC.KOLI STANDART,,,203,E129 6 ŞEFFAF SARI PLT.IC.KOLI STANDART,8,8,18.5,8,8,18.5,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1178,204,E026 68 MM 8 OPAK BEYAZ KOLI STANDART,68,,204,E026 68 MM 8 OPAK BEYAZ KOLI STANDART,4,4,31.6,4,4,31.6,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1179,205,E049 24 MM KAPAK 3 OPAK YEŞİL PLT.IC.KOLI STANDART,24,,205,E049 24 MM KAPAK 3 OPAK YEŞİL PLT.IC.KOLI STANDART,12,10,23.3,12,10,23.3,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1180,207,E121A 28MM TRIMSIZ KAPAK 10 OPAK KIRMIZI KOLI STANDART,28,,207,E121A 28MM TRIMSIZ KAPAK 10 OPAK KIRMIZI KOLI STANDART,12,9,29.61,12,9,29.61,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1181,209,E125 62 MM BAHARAT FLİPTOP 12 OPAK YEŞİL PLT.IC.KOLI STANDART,62,,209,E125 62 MM BAHARAT FLİPTOP 12 OPAK YEŞİL PLT.IC.KOLI STANDART,4,3,27.5,4,3,27.5,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1182,501,1000 CC P128 43 OPAK BEYAZ PALET STANDART,,,501,1000 CC P128 43 OPAK BEYAZ PALET STANDART,6,6,18.02,6,6,18.02,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1183,212,E123 28 MM FLİPTOP 13 ŞEFFAF SARI PLT.IC.KOLI STANDART,28,,212,E123 28 MM FLİPTOP 13 ŞEFFAF SARI PLT.IC.KOLI STANDART,12,11,33.67,12,11,33.67,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1184,102,400 CC SP040 25 ŞEFFAF ŞEFFAF PLS. PLT K.TAVA STANDART,,,102,400 CC SP040 25 ŞEFFAF ŞEFFAF PLS. PLT K.TAVA STANDART,6,6,12.79,6,6,12.79,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1185,103,700 CC SP009 40 ŞEFFAF SARI PLS. PLT STANDART,,,103,700 CC SP009 40 ŞEFFAF SARI PLS. PLT STANDART,5,5,14.72,5,5,14.72,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1186,161,1000 CC X288 45 ŞEFFAF ŞEFFAF PLS. PLT STANDART,,,161,1000 CC X288 45 ŞEFFAF ŞEFFAF PLS. PLT STANDART,2,2,21,2,2,21,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1187,162,1000 CC X233 52 ŞEFFAF ŞEFFAF PALET STANDART,,,162,1000 CC X233 52 ŞEFFAF ŞEFFAF PALET STANDART,2,2,24,2,2,24,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1188,163,500 CC X200 35 ŞEFFAF MAVİ PALET STANDART,,,163,500 CC X200 35 ŞEFFAF MAVİ PALET STANDART,2,2,19.49,2,2,19.49,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1189,164,1000 CC X134 52 ŞEFFAF ŞEFFAF PALET STANDART,,,164,1000 CC X134 52 ŞEFFAF ŞEFFAF PALET STANDART,2,2,22.79,2,2,22.79,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1190,181,750 CC Z104 28 ŞEFFAF ŞEFFAF PLS. PLT STANDART,,,181,750 CC Z104 28 ŞEFFAF ŞEFFAF PLS. PLT STANDART,4,4,14.5,4,4,14.5,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1191,401,1500 CC S011 125 ŞEFFAF ŞEFFAF PLS. PLT STANDART,,,401,1500 CC S011 125 ŞEFFAF ŞEFFAF PLS. PLT STANDART,1,1,9.29,1,1,9.29,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1192,172,1000 CC D057 52 OPAK MAVİ PALET STANDART,,,172,1000 CC D057 52 OPAK MAVİ PALET STANDART,4,4,17.41,4,4,17.41,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1193,174,350 CC D026 45 OPAK SİYAH PALET STANDART,,,174,350 CC D026 45 OPAK SİYAH PALET STANDART,3,3,15.66,3,3,15.66,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1194,176,1000 CC D107 52 OPAK BEYAZ PALET STANDART,,,176,1000 CC D107 52 OPAK BEYAZ PALET STANDART,5,5,19.08,5,5,19.08,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1195,131,100 CC Y274 25 ŞEFFAF TURUNCU PLT.IC.KOLI STANDART,,,131,100 CC Y274 25 ŞEFFAF TURUNCU PLT.IC.KOLI STANDART,3,3,18.42,3,3,18.42,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1196,132,200 CC Y296 25 OPAK BEYAZ PALET STANDART,,,132,200 CC Y296 25 OPAK BEYAZ PALET STANDART,3,3,17.36,3,3,17.36,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1197,133,100 CC Y243 19 ŞEFFAF TURUNCU PLT.IC.KOLI STANDART,,,133,100 CC Y243 19 ŞEFFAF TURUNCU PLT.IC.KOLI STANDART,4,4,16.97,4,4,16.97,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1198,134,200 CC Y078 25 OPAK BEYAZ PALET KISA,,,134,200 CC Y078 25 OPAK BEYAZ PALET KISA,3,3,15.75,3,3,15.75,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1199,135,110 CC Y343 25 OPAK SİYAH PLT.IC.KOLI STANDART,,,135,110 CC Y343 25 OPAK SİYAH PLT.IC.KOLI STANDART,2,2,19.94,2,2,19.94,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1200,138,300 CC Y347 26 ŞEFFAF ŞEFFAF PLS. PLT STANDART,,,138,300 CC Y347 26 ŞEFFAF ŞEFFAF PLS. PLT STANDART,3,3,13.38,3,3,13.38,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1201,203,E129 6 ŞEFFAF SARI PLT.IC.KOLI STANDART,,,203,E129 6 ŞEFFAF SARI PLT.IC.KOLI STANDART,8,8,18.3,8,8,18.3,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1202,205,E049 24 MM KAPAK 3 OPAK YEŞİL PLT.IC.KOLI STANDART,24,,205,E049 24 MM KAPAK 3 OPAK YEŞİL PLT.IC.KOLI STANDART,12,10,23.2,12,10,23.2,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1203,209,E125 62 MM BAHARAT FLİPTOP 12 OPAK SİYAH PLT.IC.KOLI STANDART,62,,209,E125 62 MM BAHARAT FLİPTOP 12 OPAK SİYAH PLT.IC.KOLI STANDART,4,3,27.1,4,3,27.1,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1204,210,E031B 110 MM FOLYOLU 17 OPAK YEŞİL PLT.IC.KOLI STANDART,110,,210,E031B 110 MM FOLYOLU 17 OPAK YEŞİL PLT.IC.KOLI STANDART,4,3,20.9,4,3,20.9,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1205,302,PR017 38 MM 12 GÖZ YİVLİ PREFORM  73 OPAK BEYAZ KOLI STANDART,38,,302,PR017 38 MM 12 GÖZ YİVLİ PREFORM  73 OPAK BEYAZ KOLI STANDART,12,11,54.95,12,11,54.95,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1206,303,PR011 110 MM 8 GÖZ YİVLİ PREFORM 125 ŞEFFAF ŞEFFAF KOLI STANDART,110,,303,PR011 110 MM 8 GÖZ YİVLİ PREFORM 125 ŞEFFAF ŞEFFAF KOLI STANDART,12,7,37.6,12,7,37.6,missing_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1207,102,1500 CC SP026 52 ŞEFFAF ŞEFFAF PALET STANDART,,,102,1500 CC SP026 52 ŞEFFAF ŞEFFAF PALET STANDART,6,6,12.88,6,6,12.88,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1208,103,700 CC SP009 40 ŞEFFAF SARI PLS. PLT STANDART,,,103,700 CC SP009 40 ŞEFFAF SARI PLS. PLT STANDART,5,5,15.12,5,5,15.12,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1209,163,500 CC X200 35 ŞEFFAF ŞEFFAF PALET STANDART,,,163,500 CC X200 35 ŞEFFAF ŞEFFAF PALET STANDART,2,2,19.5,2,2,19.5,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1210,164,1000 CC X404 52 ŞEFFAF ŞEFFAF PALET STANDART,,,164,1000 CC X404 52 ŞEFFAF ŞEFFAF PALET STANDART,2,2,22.8,2,2,22.8,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1211,401,1500 CC S011 125 ŞEFFAF ŞEFFAF PLS. PLT STANDART,,,401,1500 CC S011 125 ŞEFFAF ŞEFFAF PLS. PLT STANDART,1,1,11.37,1,1,11.37,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1212,172,1000 CC D057 52 OPAK MAVİ PALET STANDART,,,172,1000 CC D057 52 OPAK MAVİ PALET STANDART,4,4,17.44,4,4,17.44,missing_agiz_mm_gramaj_gr
fallback_latest_370_rows_largest_sheet,ESKİ,1213,174,350 CC D026 45 OPAK SİYAH PALET STANDART,,,174,350 CC D026 45 OPAK SİYAH PALET STANDART,3,3,14.7,3,3,14.7,missing_agiz_mm_gramaj_gr
